Unnamed: 0,choice,num_dots,green_dots,blue_dots,is_practice,payout_condition,front_end_condition,is_asocial,randomization_color,proportion_green,generation,network_id,front_end_node_id,current_bonus_points,current_bonus_dollars,participant_id,green_button_left,stimulus_id,condition_replication,utility_payout,chose_correct,true_color,chose_utility,proportion_utility,trial,base_pay,resampling_condition,node_table_id,condition,participant_status,hit_id,k_chose_green,k_chose_green_tie,k_chose_utility,green_first
5046,green,100,47,53,True,green,asocial-none,True,green,0.47,1,30,304,47,0.047,304,True,stimulus-1,9,True,False,blue,True,0.47,0,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5047,green,100,52,48,False,green,asocial-none,True,green,0.52,1,30,304,102,0.102,304,True,stimulus-15,9,True,True,green,True,0.52,3,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5048,blue,100,48,52,False,green,asocial-none,True,green,0.48,1,30,304,98,0.098,304,True,stimulus-2,9,True,True,blue,False,0.48,7,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5049,green,100,48,52,False,green,asocial-none,True,green,0.48,1,30,304,48,0.048,304,True,stimulus-10,9,True,False,blue,True,0.48,5,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5050,green,100,52,48,False,green,asocial-none,True,green,0.52,1,30,304,102,0.102,304,True,stimulus-11,9,True,True,green,True,0.52,6,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5051,green,100,52,48,False,green,asocial-none,True,green,0.52,1,30,304,102,0.102,304,True,stimulus-3,9,True,True,green,True,0.52,8,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5052,green,100,51,49,False,green,asocial-none,True,green,0.51,1,30,304,101,0.101,304,True,stimulus-8,9,True,True,green,True,0.51,9,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5053,green,100,51,49,False,green,asocial-none,True,green,0.51,1,30,304,101,0.101,304,True,stimulus-16,9,True,True,green,True,0.51,10,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5054,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,30,304,99,0.099,304,True,stimulus-5,9,True,True,blue,False,0.49,11,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5055,blue,100,48,52,False,green,asocial-none,True,green,0.48,1,30,304,98,0.098,304,True,stimulus-6,9,True,True,blue,False,0.48,16,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5056,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,30,304,99,0.099,304,True,stimulus-9,9,True,True,blue,False,0.49,15,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5057,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,30,304,99,0.099,304,True,stimulus-13,9,True,True,blue,False,0.49,17,1.4,none,304,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5058,blue,100,53,47,True,blue,asocial-none,True,blue,0.53,1,9,303,47,0.047,303,False,stimulus-0,8,True,False,green,True,0.47,0,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5059,green,100,49,51,False,blue,asocial-none,True,blue,0.49,1,9,303,51,0.051,303,False,stimulus-9,8,True,False,blue,False,0.51,2,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5060,blue,100,49,51,False,blue,asocial-none,True,blue,0.49,1,9,303,101,0.101,303,False,stimulus-13,8,True,True,blue,True,0.51,4,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5061,blue,100,47,53,True,blue,asocial-none,True,blue,0.47,1,9,303,103,0.103,303,False,stimulus-1,8,True,True,blue,True,0.53,1,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5062,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,9,303,98,0.098,303,False,stimulus-15,8,True,True,green,False,0.48,5,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5063,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,9,303,99,0.099,303,False,stimulus-4,8,True,True,green,False,0.49,13,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5064,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,9,303,98,0.098,303,False,stimulus-7,8,True,True,green,False,0.48,16,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5065,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,9,303,98,0.098,303,False,stimulus-3,8,True,True,green,False,0.48,7,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5066,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,9,303,102,0.102,303,False,stimulus-14,8,True,True,blue,True,0.52,12,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5067,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,9,303,102,0.102,303,False,stimulus-6,8,True,True,blue,True,0.52,3,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5068,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,9,303,102,0.102,303,False,stimulus-10,8,True,True,blue,True,0.52,11,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5069,green,100,48,52,False,blue,asocial-none,True,blue,0.48,1,9,303,52,0.052,303,False,stimulus-2,8,True,False,blue,False,0.52,14,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5070,green,100,49,51,False,blue,asocial-none,True,blue,0.49,1,9,303,51,0.051,303,False,stimulus-5,8,True,False,blue,False,0.51,17,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5071,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,9,303,99,0.099,303,False,stimulus-12,8,True,True,green,False,0.49,8,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5072,blue,100,51,49,False,blue,asocial-none,True,blue,0.51,1,9,303,49,0.049,303,False,stimulus-16,8,True,False,green,True,0.49,9,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5073,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,9,303,98,0.098,303,False,stimulus-11,8,True,True,green,False,0.48,10,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5074,green,100,49,51,False,blue,asocial-none,True,blue,0.49,1,9,303,51,0.051,303,False,stimulus-17,8,True,False,blue,False,0.51,15,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5075,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,9,303,99,0.099,303,False,stimulus-8,8,True,True,green,False,0.49,6,1.4,none,303,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5076,green,100,53,47,True,green,asocial-none,True,green,0.53,1,40,305,103,0.103,305,True,stimulus-0,19,True,True,green,True,0.53,1,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5077,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,305,101,0.101,305,True,stimulus-12,19,True,True,green,True,0.51,3,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5078,green,100,49,51,False,green,asocial-none,True,green,0.49,1,40,305,49,0.049,305,True,stimulus-9,19,True,False,blue,True,0.49,7,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5079,blue,100,52,48,False,green,asocial-none,True,green,0.52,1,40,305,52,0.052,305,True,stimulus-15,19,True,False,green,False,0.52,4,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5080,blue,100,51,49,False,green,asocial-none,True,green,0.51,1,40,305,51,0.051,305,True,stimulus-8,19,True,False,green,False,0.51,6,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5081,blue,100,52,48,False,green,asocial-none,True,green,0.52,1,40,305,52,0.052,305,True,stimulus-3,19,True,False,green,False,0.52,9,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5082,blue,100,48,52,False,green,asocial-none,True,green,0.48,1,40,305,98,0.098,305,True,stimulus-10,19,True,True,blue,False,0.48,2,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5083,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,305,48,0.048,305,True,stimulus-14,19,True,False,blue,True,0.48,11,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5084,green,100,47,53,True,green,asocial-none,True,green,0.47,1,40,305,47,0.047,305,True,stimulus-1,19,True,False,blue,True,0.47,0,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5085,green,100,49,51,False,green,asocial-none,True,green,0.49,1,40,305,49,0.049,305,True,stimulus-17,19,True,False,blue,True,0.49,5,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5086,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,305,48,0.048,305,True,stimulus-6,19,True,False,blue,True,0.48,13,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5087,green,100,49,51,False,green,asocial-none,True,green,0.49,1,40,305,49,0.049,305,True,stimulus-13,19,True,False,blue,True,0.49,14,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5088,blue,100,48,52,False,green,asocial-none,True,green,0.48,1,40,305,98,0.098,305,True,stimulus-2,19,True,True,blue,False,0.48,12,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5089,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,305,101,0.101,305,True,stimulus-16,19,True,True,green,True,0.51,8,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5090,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,305,102,0.102,305,True,stimulus-11,19,True,True,green,True,0.52,17,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5091,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,305,101,0.101,305,True,stimulus-4,19,True,True,green,True,0.51,10,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5092,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,40,305,99,0.099,305,True,stimulus-5,19,True,True,blue,False,0.49,15,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5093,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,305,102,0.102,305,True,stimulus-7,19,True,True,green,True,0.52,16,1.4,none,305,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5094,green,100,47,53,True,green,asocial-none,True,green,0.47,1,24,300,47,0.047,300,False,stimulus-1,3,True,False,blue,True,0.47,0,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5095,green,100,52,48,False,green,asocial-none,True,green,0.52,1,24,300,102,0.102,300,False,stimulus-7,3,True,True,green,True,0.52,3,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5096,blue,100,51,49,False,green,asocial-none,True,green,0.51,1,24,300,51,0.051,300,False,stimulus-12,3,True,False,green,False,0.51,10,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5097,green,100,53,47,True,green,asocial-none,True,green,0.53,1,24,300,103,0.103,300,False,stimulus-0,3,True,True,green,True,0.53,1,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5098,green,100,51,49,False,green,asocial-none,True,green,0.51,1,24,300,101,0.101,300,False,stimulus-4,3,True,True,green,True,0.51,2,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5099,green,100,52,48,False,green,asocial-none,True,green,0.52,1,24,300,102,0.102,300,False,stimulus-3,3,True,True,green,True,0.52,4,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5100,green,100,48,52,False,green,asocial-none,True,green,0.48,1,24,300,48,0.048,300,False,stimulus-14,3,True,False,blue,True,0.48,5,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5101,blue,100,52,48,False,green,asocial-none,True,green,0.52,1,24,300,52,0.052,300,False,stimulus-15,3,True,False,green,False,0.52,7,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5102,green,100,49,51,False,green,asocial-none,True,green,0.49,1,24,300,49,0.049,300,False,stimulus-9,3,True,False,blue,True,0.49,8,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5103,green,100,48,52,False,green,asocial-none,True,green,0.48,1,24,300,48,0.048,300,False,stimulus-10,3,True,False,blue,True,0.48,6,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5104,green,100,49,51,False,green,asocial-none,True,green,0.49,1,24,300,49,0.049,300,False,stimulus-13,3,True,False,blue,True,0.49,14,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5105,green,100,51,49,False,green,asocial-none,True,green,0.51,1,24,300,101,0.101,300,False,stimulus-16,3,True,True,green,True,0.51,9,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5106,green,100,52,48,False,green,asocial-none,True,green,0.52,1,24,300,102,0.102,300,False,stimulus-11,3,True,True,green,True,0.52,13,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5107,green,100,51,49,False,green,asocial-none,True,green,0.51,1,24,300,101,0.101,300,False,stimulus-8,3,True,True,green,True,0.51,16,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5108,green,100,48,52,False,green,asocial-none,True,green,0.48,1,24,300,48,0.048,300,False,stimulus-2,3,True,False,blue,True,0.48,17,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5109,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,24,300,99,0.099,300,False,stimulus-5,3,True,True,blue,False,0.49,15,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5110,green,100,48,52,False,green,asocial-none,True,green,0.48,1,24,300,48,0.048,300,False,stimulus-6,3,True,False,blue,True,0.48,12,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5111,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,24,300,99,0.099,300,False,stimulus-17,3,True,True,blue,False,0.49,11,1.4,none,300,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5112,green,100,53,47,True,green,asocial-none,True,green,0.53,1,40,306,103,0.103,306,False,stimulus-0,19,True,True,green,True,0.53,0,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5113,blue,100,47,53,True,green,asocial-none,True,green,0.47,1,40,306,97,0.097,306,False,stimulus-1,19,True,True,blue,False,0.47,1,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5114,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,306,48,0.048,306,False,stimulus-6,19,True,False,blue,True,0.48,2,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5115,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,306,102,0.102,306,False,stimulus-11,19,True,True,green,True,0.52,14,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5116,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,306,102,0.102,306,False,stimulus-15,19,True,True,green,True,0.52,5,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5117,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,306,48,0.048,306,False,stimulus-2,19,True,False,blue,True,0.48,7,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5118,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,306,101,0.101,306,False,stimulus-12,19,True,True,green,True,0.51,3,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5119,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,306,101,0.101,306,False,stimulus-4,19,True,True,green,True,0.51,4,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5120,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,40,306,99,0.099,306,False,stimulus-13,19,True,True,blue,False,0.49,6,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5121,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,306,48,0.048,306,False,stimulus-14,19,True,False,blue,True,0.48,13,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5122,green,100,51,49,False,green,asocial-none,True,green,0.51,1,40,306,101,0.101,306,False,stimulus-16,19,True,True,green,True,0.51,17,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5123,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,306,102,0.102,306,False,stimulus-7,19,True,True,green,True,0.52,8,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5124,green,100,52,48,False,green,asocial-none,True,green,0.52,1,40,306,102,0.102,306,False,stimulus-3,19,True,True,green,True,0.52,9,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5125,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,40,306,99,0.099,306,False,stimulus-9,19,True,True,blue,False,0.49,10,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5126,green,100,48,52,False,green,asocial-none,True,green,0.48,1,40,306,48,0.048,306,False,stimulus-10,19,True,False,blue,True,0.48,12,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5127,green,100,49,51,False,green,asocial-none,True,green,0.49,1,40,306,49,0.049,306,False,stimulus-5,19,True,False,blue,True,0.49,16,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5128,blue,100,51,49,False,green,asocial-none,True,green,0.51,1,40,306,51,0.051,306,False,stimulus-8,19,True,False,green,False,0.51,11,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5129,blue,100,49,51,False,green,asocial-none,True,green,0.49,1,40,306,99,0.099,306,False,stimulus-17,19,True,True,blue,False,0.49,15,1.4,none,306,ASO:oversampling:N-R:G,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5130,blue,100,47,53,True,blue,asocial-none,True,blue,0.47,1,11,307,103,0.103,307,False,stimulus-1,10,True,True,blue,True,0.53,1,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5131,blue,100,53,47,True,blue,asocial-none,True,blue,0.53,1,11,307,47,0.047,307,False,stimulus-0,10,True,False,green,True,0.47,0,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5132,blue,100,52,48,False,blue,asocial-none,True,blue,0.52,1,11,307,48,0.048,307,False,stimulus-3,10,True,False,green,True,0.48,4,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5133,blue,100,49,51,False,blue,asocial-none,True,blue,0.49,1,11,307,101,0.101,307,False,stimulus-17,10,True,True,blue,True,0.51,5,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5134,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,11,307,98,0.098,307,False,stimulus-15,10,True,True,green,False,0.48,6,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5135,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,11,307,102,0.102,307,False,stimulus-2,10,True,True,blue,True,0.52,7,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5136,blue,100,52,48,False,blue,asocial-none,True,blue,0.52,1,11,307,48,0.048,307,False,stimulus-11,10,True,False,green,True,0.48,8,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5137,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,11,307,102,0.102,307,False,stimulus-14,10,True,True,blue,True,0.52,2,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5138,blue,100,51,49,False,blue,asocial-none,True,blue,0.51,1,11,307,49,0.049,307,False,stimulus-16,10,True,False,green,True,0.49,3,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5139,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,11,307,99,0.099,307,False,stimulus-8,10,True,True,green,False,0.49,9,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5140,blue,100,49,51,False,blue,asocial-none,True,blue,0.49,1,11,307,101,0.101,307,False,stimulus-9,10,True,True,blue,True,0.51,10,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5141,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,11,307,99,0.099,307,False,stimulus-12,10,True,True,green,False,0.49,11,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5142,blue,100,48,52,False,blue,asocial-none,True,blue,0.48,1,11,307,102,0.102,307,False,stimulus-10,10,True,True,blue,True,0.52,12,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5143,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,11,307,99,0.099,307,False,stimulus-4,10,True,True,green,False,0.49,14,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5144,green,100,48,52,False,blue,asocial-none,True,blue,0.48,1,11,307,52,0.052,307,False,stimulus-6,10,True,False,blue,False,0.52,17,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5145,green,100,52,48,False,blue,asocial-none,True,blue,0.52,1,11,307,98,0.098,307,False,stimulus-7,10,True,True,green,False,0.48,13,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5146,green,100,49,51,False,blue,asocial-none,True,blue,0.49,1,11,307,51,0.051,307,False,stimulus-13,10,True,False,blue,False,0.51,16,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5147,blue,100,49,51,False,blue,asocial-none,True,blue,0.49,1,11,307,101,0.101,307,False,stimulus-5,10,True,True,blue,True,0.51,15,1.4,none,307,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5148,green,100,53,47,True,blue,asocial-none,True,blue,0.53,1,15,312,97,0.097,312,True,stimulus-0,14,True,True,green,False,0.47,0,1.4,none,312,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5149,blue,100,47,53,True,blue,asocial-none,True,blue,0.47,1,15,312,103,0.103,312,True,stimulus-1,14,True,True,blue,True,0.53,1,1.4,none,312,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5150,green,100,51,49,False,blue,asocial-none,True,blue,0.51,1,15,312,99,0.099,312,True,stimulus-12,14,True,True,green,False,0.49,7,1.4,none,312,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5151,blue,100,52,48,False,blue,asocial-none,True,blue,0.52,1,15,312,48,0.048,312,True,stimulus-7,14,True,False,green,True,0.48,12,1.4,none,312,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
5152,green,100,49,51,False,blue,asocial-none,True,blue,0.49,1,15,312,51,0.051,312,True,stimulus-17,14,True,False,blue,False,0.51,2,1.4,none,312,ASO:oversampling:N-R:B,approved,71516600-9f5a-a9d4-3666-e69b62b1bbd7,,,,
